GAME.#,POSS.#,PLAY.ID,SHOT.CLOCK.THIRD,SHOT.TYPE,CONTESTED?,PAINT.TOUCH,CAUSE.OF.PAINT,PAINT.ATTACKER,DEFENDER-ATTACKER,PLAY.RESULT,POINT.RESULT
7,44,56,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
7,45,57,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Missed 2,0
7,46,58,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
7,47,59,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Post-up (on the block),22 Kai Jones,Opponent-Big,Missed 2,0
7,48,60,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Offensive Foul,0
7,49,61,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
7,50,62,:20 - :11,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Missed 3,0
7,51,63,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
7,51,64,:20 - :11,Dunk,FALSE,TRUE,Cut,22 Kai Jones,N/A,Assisted 2,2
7,52,65,:30 - :21,Dunk,TRUE,TRUE,Transition,22 Kai Jones,Opponent-Guard,Assisted 2,2
7,53,66,:10 - :00,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 2,3
7,54,67,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
7,55,68,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
7,55,69,:20 - :11,N/A,N/A,TRUE,N/A,N/A,N/A,Offensive Foul,0
7,56,70,:20 - :11,Hook (Post),TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
7,57,71,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
7,58,72,:20 - :11,Layup,TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Shooting Foul,2
7,59,73,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Guard,Offensive Foul,0
7,60,74,:20 - :11,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Missed 3,0
7,60,75,:20 - :11,Catch-and-shoot,TRUE,TRUE,Offensive Rebound,0 Gerald Liddell,Opponent-Big,Missed 3,0
7,60,76,:20 - :11,N/A,N/A,TRUE,Cut,20 Jericho Sims,Opponent-Big,Turnover,0
7,61,77,:10 - :00,N/A,N/A,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Guard,Turnover,0
7,62,78,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
7,63,79,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Technical Foul,2
7,64,80,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
7,65,81,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
7,66,82,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Shooting Foul,1
7,67,83,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
7,68,84,:30 - :21,Dunk,TRUE,TRUE,Transition,22 Kai Jones,Opponent-Guard,Assisted 2,2
7,69,85,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
7,70,86,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
7,71,87,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
7,72,88,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
8,1,1,:10 - :00,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
8,2,2,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
8,2,3,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,2,4,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Turnover,0
8,3,5,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Turnover,0
8,4,6,:30 - :21,Dunk,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Assisted 2,2
8,5,7,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
8,6,8,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,Opponent-Guard,Made 2,2
8,7,9,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,8,10,:20 - :11,Catch-and-shoot,FALSE,TRUE,Cut,1 Andrew Jones,Opponent-Big,Missed 2,0
8,9,11,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
8,9,12,:10 - :00,N/A,N/A,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Offensive Foul,0
8,10,13,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,11,14,:20 - :11,Dunk,FALSE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Made 2,2
8,12,15,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,13,16,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Turnover,0
8,14,17,:20 - :11,Dunk,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Shooting Foul,1
8,15,18,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Missed 2,0
8,15,19,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Missed 2,0
8,15,20,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Missed 2,0
8,15,21,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
8,16,22,:20 - :11,N/A,N/A,TRUE,Cut,4 Greg Brown,Opponent-Guard,Charge,0
8,17,23,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,17,24,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Floor Foul,0
8,17,25,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,3
8,18,26,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Missed 2,0
8,18,27,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
8,19,28,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,20,29,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Guard,Charge,0
8,21,30,:20 - :11,N/A,N/A,TRUE,Cut,3 Courtney Ramey,Opponent-Guard,Turnover,0
8,22,31,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
8,23,32,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
8,24,33,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
8,24,34,:20 - :11,Layup,FALSE,TRUE,Offensive Rebound,1 Andrew Jones,N/A,Made 2,2
8,25,35,:20 - :11,Catch-and-shoot,TRUE,TRUE,N/A,N/A,N/A,Missed 3,0
8,26,36,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
8,26,37,:10 - :00,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
8,27,38,:10 - :00,N/A,N/A,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Turnover,0
8,28,39,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
8,28,40,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Big,Made 2,2
8,29,41,:30 - :21,Layup,TRUE,TRUE,Cut,10 Donovan Williams,Opponent-Guard,Assisted 2,2
8,30,42,:10 - :00,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
8,31,43,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,32,44,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Guard,Charge,0
8,33,45,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Turnover,0
8,34,46,:30 - :21,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
8,35,47,:10 - :00,Layup,FALSE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Made 2,2
8,36,48,No Shot Clock,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,37,49,:20 - :11,Dunk,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Assisted 2,2
8,38,50,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,Opponent-Guard,Made 2,2
8,39,51,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,40,52,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
8,41,53,:30 - :21,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Made 3,3
8,42,54,:30 - :21,Dunk,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 2,2
8,43,55,:10 - :00,N/A,N/A,TRUE,Post-up (inside paint),22 Kai Jones,Opponent-Big,Shot Clock Violation,0
8,44,56,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
8,45,57,:20 - :11,Catch-and-shoot,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
8,46,58,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
8,47,59,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,22 Kai Jones,Opponent-Big,No Result,0
8,47,60,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
8,47,61,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Shooting Foul,2
8,48,62,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
8,48,63,:20 - :11,Floater/Runner,TRUE,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Guard,Made 2,2
8,49,64,:30 - :21,Dunk,TRUE,TRUE,Perimeter Drive,10 Donovan Williams,Opponent-Guard,Shooting Foul,1
8,50,65,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
8,51,66,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
8,51,67,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
8,52,68,:30 - :21,Dunk,TRUE,TRUE,Transition,22 Kai Jones,Opponent-Big,Missed 2,0
8,52,69,:20 - :11,Hook (Post),TRUE,TRUE,Offensive Rebound,10 Donovan Williams,Opponent-Guard,Missed 2,0
8,52,70,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
8,52,71,:20 - :11,Layup,FALSE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Made 2,2
8,53,72,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,54,73,:30 - :21,Layup,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
8,55,74,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
8,56,75,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Shooting Foul,2
8,57,76,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Made 2,2
8,58,77,:10 - :00,Dunk,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Assisted 2,2
8,59,78,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Technical Foul,2
8,60,79,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,61,80,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
8,61,81,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,10 Donovan Williams,Opponent-Guard,Missed 2,0
8,62,82,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
8,63,83,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
8,64,84,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
8,64,85,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
8,65,86,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Charge,0
8,66,87,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
8,67,88,:20 - :11,Free Throws,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Floor Foul (Bonus),0
8,68,89,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
8,69,90,No Shot Clock,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
8,70,91,No Shot Clock,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
8,71,92,No Shot Clock,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
8,72,93,No Shot Clock,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
9,1,1,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,2,2,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Made 2,2
9,2,3,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
9,2,4,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,3,5,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Shooting Foul,2
9,4,6,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,5,7,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
9,6,8,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,7,9,:30 - :21,Layup,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Missed 2,0
9,8,10,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
9,9,11,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,10,12,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,11,13,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
9,12,14,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Missed 2,0
9,13,15,:10 - :00,Floater/Runner,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Missed 2,0
9,14,16,:10 - :00,N/A,N/A,TRUE,Cut,30 Brock Cunningham,Opponent-Guard,Turnover,0
9,15,17,:30 - :21,N/A,N/A,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Big,Turnover,0
9,16,18,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,16,19,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,17,20,:30 - :21,Dunk,FALSE,TRUE,Transition,1 Andrew Jones,N/A,Assisted 2,2
9,18,21,:30 - :21,Layup,TRUE,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,Made 2,2
9,19,22,:20 - :11,Dunk,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Assisted 2,2
9,20,23,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Turnover,0
9,21,24,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
9,22,25,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Made 2,3
9,23,26,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Missed 2,0
9,24,27,:30 - :21,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
9,25,28,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,26,29,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
9,26,30,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
9,26,31,:20 - :11,Layup,TRUE,TRUE,P&R Ball Handler,4 Greg Brown,Opponent-Big,Missed 2,0
9,26,32,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,27,33,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
9,28,34,:30 - :21,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Guard,Turnover,0
9,29,35,:20 - :11,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,29,36,:20 - :11,Dunk,TRUE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Made 2,2
9,30,37,:20 - :11,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Big,Missed 3,0
9,31,38,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,31,39,:20 - :11,Dunk,TRUE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Made 2,2
9,32,40,:20 - :11,Free Throws,N/A,TRUE,Cut,22 Kai Jones,Opponent-Guard,Floor Foul (Bonus),2
9,34,41,:10 - :00,Dunk,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
9,35,42,:10 - :00,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,36,43,:30 - :21,Free Throws,N/A,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Floor Foul (Bonus),0
9,37,44,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,38,45,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,39,46,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
9,40,47,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Made 2,2
9,41,48,No Shot Clock,Halfcourt Shot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
9,42,49,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,43,50,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
9,44,51,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Made 2,2
9,45,52,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,46,53,:20 - :11,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 3,3
9,47,54,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,No Result,0
9,47,55,:10 - :00,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Assisted 3,3
9,48,56,:30 - :21,Catch-and-shoot,TRUE,TRUE,Transition,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
9,49,57,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,No Result,0
9,49,58,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
9,50,59,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
9,51,60,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Guard,Floor Foul,0
9,52,61,:20 - :11,N/A,N/A,TRUE,Cut,4 Greg Brown,Opponent-Big,Turnover,0
9,53,62,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
9,54,63,:20 - :11,N/A,N/A,TRUE,Cut,10 Donovan Williams,Opponent-Big,Turnover,0
9,55,64,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,56,65,:20 - :11,Catch-and-shoot,TRUE,TRUE,Post-up (on the block),20 Jericho Sims,Opponent-Big,Assisted 3,3
9,57,66,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Turnover,0
9,58,67,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
9,58,68,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,59,69,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
9,60,70,:20 - :11,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Made 2,2
9,61,71,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Assisted 2,2
9,62,72,:10 - :00,Catch-and-shoot,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
9,63,73,:20 - :11,Catch-and-shoot,TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 3,0
9,63,74,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Missed 3,0
9,63,75,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
9,63,76,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Big,Made 2,2
9,64,77,:10 - :00,N/A,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Floor Foul,0
9,65,78,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,2
9,66,79,:30 - :21,Floater/Runner,TRUE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Missed 2,0
9,67,80,:30 - :21,Dunk,FALSE,TRUE,Transition,22 Kai Jones,Opponent-Guard,Missed 2,0
9,68,81,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
9,69,82,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
9,70,83,:30 - :21,Layup,TRUE,TRUE,Transition,22 Kai Jones,Opponent-Guard,Missed 2,0
9,71,84,:20 - :11,Dunk,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
9,72,85,:10 - :00,Layup,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Missed 2,0
9,72,86,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Made 2,3
9,73,87,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
9,74,88,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
9,75,89,:20 - :11,Dunk,TRUE,TRUE,P&R Ball Handler,10 Donovan Williams,Opponent-Guard,Shooting Foul,2
9,76,90,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
9,77,91,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
10,1,1,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Charge,0
10,2,2,:30 - :21,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
10,3,3,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
10,4,4,:30 - :21,Layup,TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Guard,Shooting Foul,1
10,5,5,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
10,6,6,:30 - :21,N/A,N/A,TRUE,Transition,3 Courtney Ramey,Opponent-Guard,No Result,0
10,6,7,:30 - :21,Dunk,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Missed 2,0
10,7,8,:20 - :11,Off-the-dribble (2),TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Made 2,2
10,8,9,:30 - :21,Floater/Runner,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 2,0
10,8,10,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,2 Matt Coleman III,Opponent-Guard,Made 2,2
10,9,11,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,10 Donovan Williams,Opponent-Guard,Missed 2,0
10,9,12,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Floor Foul,0
10,9,13,:20 - :11,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
10,10,14,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
10,10,15,:20 - :11,Layup,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Made 2,2
10,11,16,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
10,12,17,:30 - :21,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
10,12,18,:20 - :11,Floater/Runner,TRUE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Missed 2,0
10,12,19,:20 - :11,Catch-and-shoot,TRUE,TRUE,N/A,N/A,N/A,Missed 3,0
10,12,20,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Floor Foul,0
10,12,21,:20 - :11,Dunk,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Made 2,2
