GAME.#,POSS.#,PLAY.ID,SHOT.CLOCK.THIRD,SHOT.TYPE,CONTESTED?,PAINT.TOUCH,CAUSE.OF.PAINT,PAINT.ATTACKER,DEFENDER-ATTACKER,PLAY.RESULT,POINT.RESULT
1,1,1,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Offensive Foul,0
1,2,2,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Floor Foul,0
1,2,3,:20 - :11,Layup,TRUE,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Guard,Shooting Foul,2
1,3,4,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
1,3,5,:20 - :11,Off-the-dribble (3),TRUE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Made 3,3
1,4,6,:20 - :11,N/A,N/A,TRUE,Cut,20 Jericho Sims,Opponent-Guard,Offensive Foul,0
1,5,7,:30 - :21,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
1,6,8,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Offensive Foul,0
1,7,9,:30 - :21,Off-the-dribble (3),TRUE,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Big,Missed 3,0
1,8,10,:20 - :11,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
1,9,11,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Assisted 2,3
1,10,12,:30 - :21,Dunk,FALSE,TRUE,Perimeter Drive,22 Kai Jones,N/A,Made 2,2
1,11,13,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Big,Missed 2,0
1,11,14,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,0 Gerald Liddell,Opponent-Big,Made 2,2
1,12,15,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
1,13,16,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
1,13,17,:20 - :11,Dunk,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Missed 2,0
1,13,18,:20 - :11,Dunk,FALSE,TRUE,Offensive Rebound,4 Greg Brown,N/A,Made 2,2
1,14,19,:30 - :21,Layup,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Shooting Foul,2
1,15,20,:30 - :21,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
1,15,21,:20 - :11,Catch-and-shoot,TRUE,TRUE,Offensive Rebound,30 Brock Cunningham,Opponent-Big,Missed 2,0
1,16,22,:20 - :11,Dunk,TRUE,TRUE,Cut,5 Royce Hamm Jr.,Opponent-Big,Shooting Foul,1
1,17,23,:20 - :11,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Big,Missed 3,0
1,17,24,:20 - :11,Dunk,TRUE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Missed 2,0
1,18,25,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
1,19,26,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
1,20,27,:30 - :21,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
1,21,28,:30 - :21,Dunk,FALSE,TRUE,Cut,22 Kai Jones,N/A,Assisted 2,2
1,22,29,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,23,30,:20 - :11,N/A,N/A,TRUE,N/A,N/A,N/A,Turnover,0
1,24,31,:30 - :21,Dunk,FALSE,TRUE,Cut,22 Kai Jones,N/A,Assisted 2,2
1,25,32,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
1,26,33,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
1,27,34,:20 - :11,Dunk,TRUE,TRUE,Cut,30 Brock Cunningham,Opponent-Big,Missed 2,0
1,28,35,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
1,29,36,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
1,30,37,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
1,31,38,:30 - :21,Layup,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Missed 2,0
1,32,39,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
1,33,40,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Turnover,0
1,34,41,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Turnover,0
1,35,42,:20 - :11,Free Throws,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Floor Foul (Bonus),2
1,36,43,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
1,36,44,:20 - :11,Floater/Runner,FALSE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Missed 2,0
1,37,45,:30 - :21,Layup,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Big,Missed 2,0
1,37,46,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,5 Royce Hamm Jr.,Opponent-Big,Made 2,2
1,38,47,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
1,39,48,No Shot Clock,Floater/Runner,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Big,Made 2,2
1,40,49,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Made 2,2
1,41,50,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,42,51,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
1,42,52,:20 - :11,N/A,N/A,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Floor Foul,0
1,42,53,:20 - :11,Layup,TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Guard,Assisted 2,2
1,43,54,:30 - :21,Hook (Post),TRUE,TRUE,Perimeter Drive,20 Jericho Sims,Opponent-Big,Missed 2,0
1,44,55,:30 - :21,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Made 2,2
1,45,56,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
1,46,57,:20 - :11,Layup,TRUE,TRUE,Cut,22 Kai Jones,Opponent-Big,Made 2,3
1,47,58,:20 - :11,N/A,N/A,TRUE,Cut,5 Royce Hamm Jr.,Opponent-Big,Turnover,0
1,48,59,:10 - :00,N/A,N/A,TRUE,Perimeter Drive,30 Brock Cunningham,Opponent-Guard,Turnover,0
1,49,60,:20 - :11,Layup,TRUE,TRUE,Cut,30 Brock Cunningham,Opponent-Guard,Missed 2,0
1,49,61,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,30 Brock Cunningham,Opponent-Big,Made 2,2
1,50,62,:30 - :21,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Turnover,0
1,51,63,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,52,64,:30 - :21,N/A,N/A,TRUE,Cut,4 Greg Brown,Opponent-Big,Floor Foul,0
1,52,65,:30 - :21,Layup,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Shooting Foul,2
1,53,66,:30 - :21,N/A,N/A,TRUE,Cut,4 Greg Brown,Opponent-Big,Turnover,0
1,54,67,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
1,54,68,:20 - :11,Tip,TRUE,TRUE,Offensive Rebound,3 Courtney Ramey,Opponent-Big,Made 2,2
1,55,69,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,10 Donovan Williams,Opponent-Big,Missed 2,0
1,56,70,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),0
1,57,71,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,58,72,:20 - :11,Dunk,FALSE,TRUE,Cut,5 Royce Hamm Jr.,Opponent-Big,Assisted 2,2
1,59,73,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Made 2,2
1,60,74,:20 - :11,Free Throws,N/A,TRUE,Perimeter Drive,10 Donovan Williams,Opponent-Guard,Floor Foul (Bonus),1
1,61,75,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,62,76,:20 - :11,Catch-and-shoot,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 3,3
1,63,77,:20 - :11,Free Throws,N/A,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Big,Floor Foul (Bonus),0
1,64,78,:30 - :21,Layup,TRUE,TRUE,Cut,3 Courtney Ramey,Opponent-Guard,Assisted 2,3
1,65,79,:30 - :21,Dunk,FALSE,TRUE,Cut,20 Jericho Sims,Opponent-Guard,Assisted 2,2
1,66,80,:30 - :21,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
1,67,81,:30 - :21,Dunk,FALSE,TRUE,Cut,22 Kai Jones,Opponent-Guard,Made 2,2
1,68,82,:30 - :21,Layup,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
1,69,83,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
1,69,84,:20 - :11,Layup,TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Shooting Foul,1
1,70,85,:30 - :21,Dunk,FALSE,TRUE,Cut,0 Gerald Liddell,Opponent-Guard,Missed 2,0
1,71,86,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Big,Made 2,2
1,72,87,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
1,73,88,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Shooting Foul,2
1,74,89,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
1,75,90,:20 - :11,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),1
1,76,91,:20 - :11,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Made 2,2
2,1,1,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Missed 2,0
2,2,2,:30 - :21,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Missed 3,0
2,3,3,:20 - :11,Layup,TRUE,TRUE,P&R Roll Man,4 Greg Brown,Opponent-Big,Shooting Foul,2
2,4,4,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
2,5,5,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
2,6,6,:10 - :00,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 3,3
2,7,7,:20 - :11,N/A,N/A,TRUE,P&R Roll Man,22 Kai Jones,Opponent-Big,Turnover,0
2,8,8,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,8,9,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,9,10,:30 - :21,Dunk,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Assisted 2,2
2,10,11,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
2,11,12,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,12,13,:30 - :21,N/A,N/A,TRUE,P&R Roll Man,22 Kai Jones,Opponent-Big,Turnover,0
2,13,14,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Guard,Assisted 2,3
2,14,15,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,Opponent-Guard,Missed 3,0
2,14,16,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
2,15,17,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,Opponent-Guard,Missed 3,0
2,16,18,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,17,19,:30 - :21,Layup,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Big,Made 2,2
2,18,20,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
2,18,21,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Made 2,3
2,19,22,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Big,Missed 3,0
2,20,23,:30 - :21,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
2,21,24,:30 - :21,Dunk,FALSE,TRUE,Cut,20 Jericho Sims,N/A,Assisted 2,2
2,22,25,:20 - :11,Catch-and-shoot,TRUE,TRUE,P&R Ball Handler,2 Matt Coleman III,Opponent-Guard,Assisted 3,3
2,23,26,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Offensive Foul,0
2,24,27,:30 - :21,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
2,24,28,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 2,2
2,25,29,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,25,30,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,30 Brock Cunningham,Opponent-Guard,Missed 3,0
2,25,31,:20 - :11,Layup,FALSE,TRUE,Cut,30 Brock Cunningham,N/A,Assisted 2,2
2,26,32,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Made 2,2
2,27,33,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Made 2,2
2,28,34,:30 - :21,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,29,35,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
2,30,36,:10 - :00,Dunk,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Assisted 2,2
2,31,37,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,0 Gerald Liddell,Opponent-Guard,Shooting Foul,0
2,32,38,No Shot Clock,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Shooting Foul,2
2,33,39,:20 - :11,N/A,FALSE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Floor Foul,0
2,33,40,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 2,2
2,34,41,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,35,42,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,35,43,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Big,Missed 2,0
2,35,44,:20 - :11,N/A,N/A,TRUE,N/A,N/A,N/A,Floor Foul,0
2,35,45,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Assisted 2,3
2,36,46,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Shooting Foul,1
2,37,47,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,1 Andrew Jones,Opponent-Guard,Shooting Foul,1
2,37,48,:20 - :11,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
2,37,49,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
2,38,50,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
2,39,51,:10 - :00,Off-the-dribble (3),FALSE,TRUE,Perimeter Drive,30 Brock Cunningham,Opponent-Guard,Missed 3,0
2,39,52,:20 - :11,Dunk,FALSE,TRUE,Offensive Rebound,22 Kai Jones,N/A,Made 2,2
2,40,53,:20 - :11,Floater/Runner,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,N/A,Missed 2,0
2,40,54,:20 - :11,N/A,N/A,TRUE,Cut,20 Jericho Sims,Opponent-Big,Offensive Foul,0
2,41,55,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
2,42,56,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,43,57,:20 - :11,Floater/Runner,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
2,44,58,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,1
2,45,59,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
2,45,60,:20 - :11,Dunk,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
2,46,61,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
2,47,62,:30 - :21,Layup,TRUE,TRUE,Transition,3 Courtney Ramey,Opponent-Big,Shooting Foul,2
2,48,63,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
2,49,64,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
2,50,65,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,50,66,:20 - :11,Layup,TRUE,TRUE,Offensive Rebound,4 Greg Brown,Opponent-Big,Missed 2,0
2,51,67,:20 - :11,Layup,TRUE,TRUE,Cut,4 Greg Brown,Opponent-Big,Assisted 2,2
2,52,68,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,No Result,0
2,53,69,:10 - :00,Catch-and-shoot,FALSE,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Big,Missed 3,0
2,54,70,:30 - :21,Dunk,FALSE,TRUE,Perimeter Drive,4 Greg Brown,N/A,Assisted 2,2
2,55,71,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Missed 2,0
2,56,72,:20 - :11,Dunk,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Assisted 2,2
2,57,73,:10 - :00,Dunk,TRUE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Guard,Shooting Foul,2
2,58,74,:20 - :11,Floater/Runner,FALSE,TRUE,P&R Ball Handler,3 Courtney Ramey,Opponent-Guard,Missed 2,0
2,59,75,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,60,76,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
2,60,77,:10 - :00,Layup,FALSE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Made 2,2
3,1,1,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
3,2,2,:30 - :21,Layup,FALSE,TRUE,Transition,2 Matt Coleman III,N/A,Made 2,2
3,3,3,:30 - :21,Layup,TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Shooting Foul,1
3,4,4,:20 - :11,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
3,5,5,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
3,6,6,:30 - :21,N/A,N/A,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Floor Foul,0
3,6,7,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,7,8,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,8,9,:30 - :21,Dunk,TRUE,TRUE,Cut,22 Kai Jones,Opponent-Big,Assisted 2,2
3,9,10,:30 - :21,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
3,10,11,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,10,12,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,22 Kai Jones,Opponent-Big,Missed 3,0
3,10,13,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Turnover,0
3,11,14,:30 - :21,N/A,N/A,FALSE,Transition,N/A,N/A,Turnover,0
3,12,15,:20 - :11,N/A,N/A,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Turnover,0
3,13,16,:20 - :11,Off-the-dribble (2),TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
3,14,17,:20 - :11,Hook (Post),TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
3,15,18,:30 - :21,Layup,FALSE,TRUE,Transition,1 Andrew Jones,Opponent-Guard,Assisted 2,2
3,16,19,:20 - :11,N/A,N/A,TRUE,Cut,20 Jericho Sims,N/A,Turnover,0
3,17,20,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
3,18,21,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,19,22,:10 - :00,Off-the-dribble (2),TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
3,20,23,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Shooting Foul,2
3,21,24,:30 - :21,Off-the-dribble (3),FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
3,22,25,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
3,23,26,:10 - :00,Catch-and-shoot,FALSE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 3,0
3,24,27,:30 - :21,Layup,FALSE,TRUE,Cut,5 Royce Hamm Jr.,N/A,Assisted 2,2
3,25,28,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 2,0
3,25,29,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Assisted 3,3
3,26,30,:30 - :21,Layup,TRUE,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Made 2,2
3,27,31,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,28,32,:10 - :00,Floater/Runner,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
3,29,33,:30 - :21,Free Throws,N/A,TRUE,Cut,20 Jericho Sims,Opponent-Big,Floor Foul (Bonus),1
3,30,34,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Offensive Foul,0
3,31,35,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,31,36,:10 - :00,Layup,TRUE,TRUE,Cut,5 Royce Hamm Jr.,Opponent-Big,Missed 2,0
3,31,37,:10 - :00,N/A,N/A,FALSE,N/A,N/A,N/A,Turnover,0
3,32,38,:20 - :11,Floater/Runner,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Missed 2,0
3,33,39,:30 - :21,Catch-and-shoot,FALSE,FALSE,N/A,N/A,N/A,Assisted 3,3
3,34,40,:30 - :21,Free Throws,N/A,FALSE,N/A,N/A,N/A,Floor Foul (Bonus),2
3,35,41,No Shot Clock,Halfcourt Shot,FALSE,FALSE,N/A,N/A,N/A,Missed 3,0
3,36,42,:10 - :00,Layup,TRUE,TRUE,P&R Ball Handler,1 Andrew Jones,Opponent-Guard,Missed 2,0
3,37,43,:10 - :00,Dunk,FALSE,TRUE,Perimeter Drive,22 Kai Jones,Opponent-Big,Made 2,2
3,38,44,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,38,45,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Made 3,3
3,39,46,:20 - :11,Off-the-dribble (2),FALSE,FALSE,N/A,N/A,N/A,Missed 2,0
3,40,47,:20 - :11,Layup,FALSE,TRUE,P&R Ball Handler,2 Matt Coleman III,N/A,Made 2,2
3,41,48,:10 - :00,N/A,N/A,TRUE,Perimeter Drive,30 Brock Cunningham,Opponent-Big,Turnover,0
3,42,49,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
3,42,50,:10 - :00,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,43,51,:20 - :11,Hook (Post),TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
3,44,52,:30 - :21,Dunk,FALSE,TRUE,P&R Roll Man,20 Jericho Sims,N/A,Assisted 2,2
3,45,53,:30 - :21,Layup,TRUE,TRUE,Transition,2 Matt Coleman III,Opponent-Guard,Made 2,2
3,46,54,:20 - :11,Layup,TRUE,TRUE,Perimeter Drive,2 Matt Coleman III,Opponent-Guard,Made 2,2
3,47,55,:20 - :11,Hook (Post),TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
3,47,56,:10 - :00,Layup,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Missed 2,0
3,48,57,:30 - :21,Floater/Runner,TRUE,TRUE,Perimeter Drive,3 Courtney Ramey,Opponent-Guard,Shooting Foul,2
3,49,58,:20 - :11,N/A,N/A,FALSE,N/A,N/A,N/A,Floor Foul,0
3,49,59,:10 - :00,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,50,60,:20 - :11,N/A,FALSE,TRUE,Cut,3 Courtney Ramey,Opponent-Guard,Floor Foul,0
3,50,61,:20 - :11,Hook (Post),TRUE,TRUE,Cut,20 Jericho Sims,Opponent-Big,Shooting Foul,2
3,51,62,:20 - :11,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,51,63,:20 - :11,Catch-and-shoot,FALSE,TRUE,Offensive Rebound,20 Jericho Sims,Opponent-Big,Missed 3,0
3,52,64,:20 - :11,N/A,N/A,TRUE,Perimeter Drive,4 Greg Brown,Opponent-Big,Offensive Foul,0
3,53,65,:30 - :21,Dunk,TRUE,TRUE,P&R Roll Man,20 Jericho Sims,Opponent-Big,Shooting Foul,2
3,54,66,:30 - :21,Catch-and-shoot,TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
3,54,67,:20 - :11,Layup,FALSE,TRUE,Cut,3 Courtney Ramey,N/A,Assisted 2,2
3,55,68,:20 - :11,Layup,TRUE,TRUE,Post-up (inside paint),20 Jericho Sims,Opponent-Big,Missed 2,0
3,56,69,:20 - :11,Off-the-dribble (3),TRUE,FALSE,N/A,N/A,N/A,Missed 3,0
